hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,total_revenue,total_guests,room_match,arrival_date,arrival_yearmon
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,0,2015-08-05,2015-08
City Hotel,0,7,2015,August,32,5,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,42,0,0,Transient-Party,66.0,0,1,Check-Out,2015-08-08,3,198.0,2,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,1,2015-08-05,2015-08
City Hotel,0,135,2015,August,32,5,0,3,2,1,0,BB,IRL,Direct,Direct,0,0,0,B,E,2,No Deposit,14,0,0,Transient-Party,76.5,0,2,Check-Out,2015-08-08,3,229.5,3,0,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,0,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,1,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,60.0,0,0,Check-Out,2015-08-08,3,180.0,1,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,1,2015-08-05,2015-08
City Hotel,0,1,2015,August,32,5,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,80.0,0,1,Check-Out,2015-08-08,3,240.0,2,1,2015-08-05,2015-08
City Hotel,1,1,2015,August,32,5,0,3,1,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,60.0,0,0,Canceled,2015-08-04,3,180.0,1,1,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,2,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,38,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,3,195.0,2,0,2015-08-05,2015-08
City Hotel,0,12,2015,August,32,5,0,3,1,0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,38,0,Transient-Party,0.0,0,0,Check-Out,2015-08-08,3,0.0,1,1,2015-08-05,2015-08
City Hotel,1,33,2015,August,32,5,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15,0,0,Transient-Party,67.5,0,1,Canceled,2015-07-16,4,270.0,2,1,2015-08-05,2015-08
City Hotel,1,33,2015,August,32,5,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15,0,0,Transient-Party,67.5,0,1,Canceled,2015-07-16,4,270.0,2,1,2015-08-05,2015-08
City Hotel,0,0,2015,August,32,5,0,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,90.0,0,1,Check-Out,2015-08-09,4,360.0,2,1,2015-08-05,2015-08
City Hotel,0,0,2015,August,32,5,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0,0,0,Transient,75.0,0,0,Check-Out,2015-08-10,5,375.0,2,1,2015-08-05,2015-08
City Hotel,0,83,2015,August,32,5,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient-Party,76.5,1,1,Check-Out,2015-08-10,5,382.5,2,0,2015-08-05,2015-08
City Hotel,0,83,2015,August,32,5,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient-Party,85.5,1,1,Check-Out,2015-08-10,5,427.5,2,0,2015-08-05,2015-08
City Hotel,0,34,2015,August,32,5,0,2,3,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,0,Transient-Party,84.0,0,0,Check-Out,2015-08-07,2,168.0,3,0,2015-08-05,2015-08
City Hotel,0,34,2015,August,32,5,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-07,2,124.0,2,1,2015-08-05,2015-08
City Hotel,1,34,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-29,2,124.0,2,1,2015-08-05,2015-08
City Hotel,0,34,2015,August,32,5,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,0.0,0,0,Check-Out,2015-08-07,2,0.0,1,1,2015-08-05,2015-08
City Hotel,0,6,2015,August,32,5,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,0,Transient,70.0,0,0,Check-Out,2015-08-11,6,420.0,2,1,2015-08-05,2015-08
City Hotel,0,0,2015,August,32,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,67.0,0,0,Check-Out,2015-08-07,1,67.0,1,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,70.0,0,0,Check-Out,2015-08-07,1,70.0,2,0,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,81.0,0,0,Check-Out,2015-08-07,1,81.0,1,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,0,9,0,Transient,81.0,0,0,Check-Out,2015-08-07,1,81.0,2,0,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,80.0,1,2,Check-Out,2015-08-07,1,80.0,1,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,9,0,Transient,81.0,0,0,Check-Out,2015-08-07,1,81.0,2,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Contract,90.0,1,1,Check-Out,2015-08-07,1,90.0,2,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,81.0,0,2,Check-Out,2015-08-07,1,81.0,2,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,0,45,0,Transient,0.0,0,0,Check-Out,2015-08-07,1,0.0,2,0,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,90.0,0,2,Check-Out,2015-08-07,1,90.0,2,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,0,Check-Out,2015-08-07,1,75.0,2,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,2,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,9,0,Transient,0.0,0,0,Check-Out,2015-08-08,2,0.0,1,1,2015-08-06,2015-08
City Hotel,0,101,2015,August,32,6,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,68.0,0,1,Check-Out,2015-08-08,2,136.0,1,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,90.0,0,1,Check-Out,2015-08-08,2,180.0,2,1,2015-08-06,2015-08
City Hotel,1,84,2015,August,32,6,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,1,Canceled,2015-07-06,3,229.5,2,1,2015-08-06,2015-08
City Hotel,0,92,2015,August,32,6,0,3,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,13,0,0,Transient-Party,76.08,0,2,Check-Out,2015-08-09,3,228.24,3,0,2015-08-06,2015-08
City Hotel,0,92,2015,August,32,6,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,0,0,Transient-Party,63.75,0,1,Check-Out,2015-08-09,3,191.25,2,1,2015-08-06,2015-08
City Hotel,0,1,2015,August,32,6,2,3,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,67.0,0,1,Check-Out,2015-08-11,5,335.0,1,1,2015-08-06,2015-08
City Hotel,0,1,2015,August,32,6,2,3,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,67.0,0,1,Check-Out,2015-08-11,5,335.0,1,1,2015-08-06,2015-08
City Hotel,0,0,2015,August,32,6,2,5,1,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,0,0,0,Transient,67.0,0,0,Check-Out,2015-08-13,7,469.0,1,1,2015-08-06,2015-08
City Hotel,0,13,2015,August,32,7,0,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,15,0,0,Transient,75.0,0,1,Check-Out,2015-08-08,1,75.0,3,0,2015-08-07,2015-08
City Hotel,0,11,2015,August,32,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,0,0,Transient-Party,75.0,0,1,Check-Out,2015-08-08,1,75.0,2,1,2015-08-07,2015-08
City Hotel,1,0,2015,August,32,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,0,Canceled,2015-08-07,1,98.0,2,1,2015-08-07,2015-08
City Hotel,0,3,2015,August,32,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,75.0,0,0,Check-Out,2015-08-08,1,75.0,2,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,81.0,0,2,Check-Out,2015-08-08,1,81.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,13,2015,August,32,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,15,0,0,Transient-Party,75.0,0,1,Check-Out,2015-08-08,1,75.0,2,0,2015-08-07,2015-08
City Hotel,0,13,2015,August,32,7,0,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,15,0,0,Transient,75.0,0,2,Check-Out,2015-08-08,1,75.0,3,0,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,7,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Contract,81.0,0,2,Check-Out,2015-08-08,1,81.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,3,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,2,168.0,3,0,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,75.0,0,1,Check-Out,2015-08-09,2,150.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,7,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,80.0,0,1,Check-Out,2015-08-09,2,160.0,1,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Contract,162.0,1,1,Check-Out,2015-08-09,2,324.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,2,0,SC,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Contract,153.0,0,1,Check-Out,2015-08-09,2,306.0,4,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,3,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,2,168.0,3,0,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,0.0,0,0,Check-Out,2015-08-09,2,0.0,1,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,81.0,0,2,Check-Out,2015-08-09,2,162.0,3,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,3,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,0,Transient-Party,84.0,0,1,Check-Out,2015-08-09,2,168.0,3,0,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,7,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,81.0,0,1,Check-Out,2015-08-09,2,162.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,0.0,0,0,Check-Out,2015-08-09,2,0.0,1,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,1,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,0,Check-Out,2015-08-09,2,196.0,2,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,75.0,0,1,Check-Out,2015-08-09,2,150.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,36,2015,August,32,7,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09,2,124.0,2,1,2015-08-07,2015-08
City Hotel,1,36,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,62.0,0,0,Canceled,2015-07-31,2,124.0,2,1,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,7,2,2,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,60.0,0,3,Check-Out,2015-08-11,4,240.0,1,1,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,7,2,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,90.0,0,2,Check-Out,2015-08-11,4,360.0,3,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,0,Check-Out,2015-08-11,4,300.0,2,1,2015-08-07,2015-08
City Hotel,1,112,2015,August,32,7,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,1,Canceled,2015-06-20,4,306.0,2,1,2015-08-07,2015-08
City Hotel,1,125,2015,August,32,7,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,1,Canceled,2015-04-06,4,306.0,2,1,2015-08-07,2015-08
City Hotel,0,2,2015,August,32,7,2,3,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14,0,0,Transient,75.0,0,1,Check-Out,2015-08-12,5,375.0,1,0,2015-08-07,2015-08
City Hotel,0,141,2015,August,32,7,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,0,Check-Out,2015-08-12,5,382.5,2,1,2015-08-07,2015-08
City Hotel,0,0,2015,August,32,7,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Contract,90.0,0,2,Check-Out,2015-08-13,6,540.0,2,1,2015-08-07,2015-08
City Hotel,1,92,2015,August,32,7,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,76.5,0,1,Canceled,2015-07-25,6,459.0,2,1,2015-08-07,2015-08
City Hotel,1,92,2015,August,32,7,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,76.5,0,2,Canceled,2015-07-25,6,459.0,2,1,2015-08-07,2015-08
City Hotel,0,1,2015,August,32,8,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,2,Check-Out,2015-08-09,1,75.0,2,1,2015-08-08,2015-08
City Hotel,0,1,2015,August,32,8,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,80.0,0,0,Check-Out,2015-08-09,1,80.0,1,1,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,0,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,0,0,Transient,153.0,0,0,Check-Out,2015-08-09,1,153.0,3,1,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,0,1,2,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Group,75.0,0,0,Check-Out,2015-08-09,1,75.0,2,1,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,1,Check-Out,2015-08-09,1,98.0,2,1,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,1,Check-Out,2015-08-09,1,89.0,2,1,2015-08-08,2015-08
City Hotel,0,1,2015,August,32,8,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,0,0,0,Transient,75.0,0,2,Check-Out,2015-08-09,1,75.0,2,1,2015-08-08,2015-08
City Hotel,0,128,2015,August,32,8,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient-Party,76.5,0,2,Check-Out,2015-08-10,2,153.0,3,0,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0,0,0,Transient,75.0,0,0,Check-Out,2015-08-10,2,150.0,2,0,2015-08-08,2015-08
City Hotel,0,1,2015,August,32,8,1,1,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14,0,0,Transient,75.0,0,1,Check-Out,2015-08-10,2,150.0,3,0,2015-08-08,2015-08
City Hotel,0,1,2015,August,32,8,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Contract,90.0,0,2,Check-Out,2015-08-10,2,180.0,2,0,2015-08-08,2015-08
City Hotel,0,128,2015,August,32,8,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient-Party,76.5,0,2,Check-Out,2015-08-10,2,153.0,3,0,2015-08-08,2015-08
City Hotel,0,0,2015,August,32,8,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,0,0,Transient,100.0,0,0,Check-Out,2015-08-10,2,200.0,2,1,2015-08-08,2015-08
